run,name,value
1,connectance,0.729421055828929
1,web asymmetry,0.583892617449664
1,links per species,53.7225950782998
1,number of compartments,1
1,compartment diversity,NA
1,cluster coefficient,0.89247311827957
1,modularity Q,0.00484192293108503
1,nestedness,5.06296091707435
1,NODF,94.2425653021895
1,weighted nestedness,0.928407240436328
1,weighted NODF,82.2655479443432
1,interaction strength asymmetry,0.0104112578358898
1,specialisation asymmetry,-0.0294695279698106
1,linkage density,113.564297113466
1,weighted connectance,0.254058830231467
1,Fisher alpha,3518.06083182693
1,Shannon diversity,7.68195780650177
1,interaction evenness,0.738515123247979
1,Alatalo interaction evenness,0.34190106131797
1,H2,0.00160337362614676
1,number.of.species.HL,354
1,number.of.species.LL,93
1,mean.number.of.shared.partners.HL,52.8806837278531
1,mean.number.of.shared.partners.LL,216.71809256662
1,cluster.coefficient.HL,0.925133804447189
1,cluster.coefficient.LL,0.956880389963032
1,weighted.cluster.coefficient.HL,NA
1,weighted.cluster.coefficient.LL,NA
1,niche.overlap.HL,0.963033113370945
1,niche.overlap.LL,0.848800509093363
1,togetherness.HL,0.154893874046683
1,togetherness.LL,0.330242140085905
1,C.score.HL,0.122055354511213
1,C.score.LL,0.032460870639878
1,V.ratio.HL,47.2102975815282
1,V.ratio.LL,112.976763705189
1,discrepancy.HL,1346
1,discrepancy.LL,1359
1,extinction.slope.HL,391.678426790628
1,extinction.slope.LL,100.374773133976
1,robustness.HL,0.994238871973486
1,robustness.LL,0.96718902129433
1,functional.complementarity.HL,74292.0776623181
1,functional.complementarity.LL,289712.051815184
1,partner.diversity.HL,2.29697448673675
1,partner.diversity.LL,5.38048002313311
1,generality.HL,9.9463243569302
1,vulnerability.LL,217.182269870002
2,connectance,0.733217908997023
2,web asymmetry,0.583892617449664
2,links per species,54.0022371364653
2,number of compartments,1
2,compartment diversity,NA
2,cluster coefficient,0.89247311827957
2,modularity Q,0.0049495106746746
2,nestedness,4.86395747591327
2,NODF,94.3366583451693
2,weighted nestedness,0.929567496232847
2,weighted NODF,82.9039881422958
2,interaction strength asymmetry,0.0104369461602832
2,specialisation asymmetry,-0.0283896654931695
2,linkage density,113.565812768026
2,weighted connectance,0.254062220957553
2,Fisher alpha,3539.5238649275
2,Shannon diversity,7.68198320035261
2,interaction evenness,0.738517564519247
2,Alatalo interaction evenness,0.341757040315739
2,H2,0.00159225401371134
2,number.of.species.HL,354
2,number.of.species.LL,93
2,mean.number.of.shared.partners.HL,53.2915446295682
2,mean.number.of.shared.partners.LL,218.86559139785
2,cluster.coefficient.HL,0.928021607885523
2,cluster.coefficient.LL,0.957440394381463
2,weighted.cluster.coefficient.HL,NA
2,weighted.cluster.coefficient.LL,NA
2,niche.overlap.HL,0.969640395537474
2,niche.overlap.LL,0.853237971074528
2,togetherness.HL,0.150245334156052
2,togetherness.LL,0.331911198070866
2,C.score.HL,0.122843382504832
2,C.score.LL,0.0319716424276162
2,V.ratio.HL,47.6777528954169
2,V.ratio.LL,111.666810273024
2,discrepancy.HL,1353
2,discrepancy.LL,1367
2,extinction.slope.HL,475.718614057771
2,extinction.slope.LL,98.477324551756
2,robustness.HL,0.994653517888408
2,robustness.LL,0.965442681641176
2,functional.complementarity.HL,75088.6838671424
2,functional.complementarity.LL,289754.062035246
2,partner.diversity.HL,2.29699988058747
2,partner.diversity.LL,5.38050541698383
2,generality.HL,9.94686570801572
2,vulnerability.LL,217.184759828036
3,connectance,0.732914160743576
3,web asymmetry,0.583892617449664
3,links per species,53.9798657718121
3,number of compartments,1
3,compartment diversity,NA
3,cluster coefficient,0.89247311827957
3,modularity Q,0.00524029098671931
3,nestedness,4.91614641368189
3,NODF,94.261533002014
3,weighted nestedness,0.930257192100864
3,weighted NODF,82.8304620228065
3,interaction strength asymmetry,0.0103946537566626
3,specialisation asymmetry,-0.0357026550130346
3,linkage density,113.563196713268
3,weighted connectance,0.254056368486057
3,Fisher alpha,3537.80599954573
3,Shannon diversity,7.68195391110192
3,interaction evenness,0.738514748758588
3,Alatalo interaction evenness,0.341869682873395
3,H2,0.00160507909867194
3,number.of.species.HL,354
3,number.of.species.LL,93
3,mean.number.of.shared.partners.HL,53.2723227861263
3,mean.number.of.shared.partners.LL,218.610098176718
3,cluster.coefficient.HL,0.928733175000318
3,cluster.coefficient.LL,0.958480114577023
3,weighted.cluster.coefficient.HL,NA
3,weighted.cluster.coefficient.LL,NA
3,niche.overlap.HL,0.969168009112118
3,niche.overlap.LL,0.853259391284914
3,togetherness.HL,0.15104593276467
3,togetherness.LL,0.330663596708713
3,C.score.HL,0.11723667090101
3,C.score.LL,0.032503480142455
3,V.ratio.HL,47.548260406628
3,V.ratio.LL,112.001614010989
3,discrepancy.HL,1341
3,discrepancy.LL,1359
3,extinction.slope.HL,419.244044122411
3,extinction.slope.LL,95.4335401286225
3,robustness.HL,0.994315232169129
3,robustness.LL,0.963615012932239
3,functional.complementarity.HL,74853.9921753157
3,functional.complementarity.LL,289369.625742394
3,partner.diversity.HL,2.29697059133687
3,partner.diversity.LL,5.38047612773322
3,generality.HL,9.94653848192931
3,vulnerability.LL,217.179854944606
4,connectance,0.730484174715995
4,web asymmetry,0.583892617449664
4,links per species,53.8008948545861
4,number of compartments,1
4,compartment diversity,NA
4,cluster coefficient,0.89247311827957
4,modularity Q,0.00487045610938796
4,nestedness,4.92588718893603
4,NODF,94.3789915738835
4,weighted nestedness,0.933182752653492
4,weighted NODF,83.19094087673
4,interaction strength asymmetry,0.0104498869293456
4,specialisation asymmetry,-0.0315825035060366
4,linkage density,113.559793798559
4,weighted connectance,0.254048755701475
4,Fisher alpha,3524.06822609265
4,Shannon diversity,7.68192276693091
4,interaction evenness,0.738511754672721
4,Alatalo interaction evenness,0.341935788256277
4,H2,0.00161871696459801
4,number.of.species.HL,354
4,number.of.species.LL,93
4,mean.number.of.shared.partners.HL,52.9044029384917
4,mean.number.of.shared.partners.LL,217.910705937354
4,cluster.coefficient.HL,0.928089210148515
4,cluster.coefficient.LL,0.958662997749513
4,weighted.cluster.coefficient.HL,NA
4,weighted.cluster.coefficient.LL,NA
4,niche.overlap.HL,0.965333288640313
4,niche.overlap.LL,0.850930083402713
4,togetherness.HL,0.149425051487623
4,togetherness.LL,0.336897844448233
4,C.score.HL,0.122740151505898
4,C.score.LL,0.0292926485179932
4,V.ratio.HL,48.0084040682398
4,V.ratio.LL,111.211949526524
4,discrepancy.HL,1320
4,discrepancy.LL,1320
