year,site,plant,transect,week_num,flower_count
2013,shady_point,agoceris_aurantiaca,1,1,0
2013,shady_point,agoceris_aurantiaca,2,1,0
2013,shady_point,agoceris_aurantiaca,3,1,0
2013,shady_point,agoceris_aurantiaca,4,1,0
2013,shady_point,agoceris_glauca,1,1,0
2013,shady_point,agoceris_glauca,2,1,0
2013,shady_point,agoceris_glauca,3,1,0
2013,shady_point,agoceris_glauca,4,1,0
2013,twin_meadows,amelanchier_pumila,1,1,0
2013,twin_meadows,amelanchier_pumila,2,1,0
2013,twin_meadows,amelanchier_pumila,3,1,0
2013,twin_meadows,amelanchier_pumila,4,1,0
2013,shady_point,androsace_septentrionalis,1,1,20
2013,shady_point,androsace_septentrionalis,2,1,25
2013,shady_point,androsace_septentrionalis,3,1,8
2013,shady_point,androsace_septentrionalis,4,1,21
2013,twin_meadows,androsace_septentrionalis,1,1,16
2013,twin_meadows,androsace_septentrionalis,2,1,14
2013,twin_meadows,androsace_septentrionalis,3,1,0
2013,twin_meadows,androsace_septentrionalis,4,1,4
2013,shady_point,antennaria_parvifolia,1,1,0
2013,shady_point,antennaria_parvifolia,2,1,0
2013,shady_point,antennaria_parvifolia,3,1,0
2013,shady_point,antennaria_parvifolia,4,1,0
2013,shady_point,arenaria_congesta,1,1,0
2013,shady_point,arenaria_congesta,2,1,0
2013,shady_point,arenaria_congesta,3,1,0
2013,shady_point,arenaria_congesta,4,1,0
2013,twin_meadows,arenaria_congesta,1,1,0
2013,twin_meadows,arenaria_congesta,2,1,0
2013,twin_meadows,arenaria_congesta,3,1,0
2013,twin_meadows,arenaria_congesta,4,1,0
2013,shady_point,boechera_stricta,1,1,0
2013,shady_point,boechera_stricta,2,1,0
2013,shady_point,boechera_stricta,3,1,0
2013,shady_point,boechera_stricta,4,1,0
2013,twin_meadows,boechera_stricta,1,1,0
2013,twin_meadows,boechera_stricta,2,1,0
2013,twin_meadows,boechera_stricta,3,1,0
2013,twin_meadows,boechera_stricta,4,1,0
2013,shady_point,campanula_rotundifolia,1,1,0
2013,shady_point,campanula_rotundifolia,2,1,0
2013,shady_point,campanula_rotundifolia,3,1,0
2013,shady_point,campanula_rotundifolia,4,1,0
2013,twin_meadows,campanula_rotundifolia,1,1,0
2013,twin_meadows,campanula_rotundifolia,2,1,0
2013,shady_point,claytonia_lanceolata,1,1,213
2013,shady_point,claytonia_lanceolata,2,1,523
2013,shady_point,claytonia_lanceolata,3,1,516
2013,shady_point,claytonia_lanceolata,4,1,292
2013,twin_meadows,claytonia_lanceolata,1,1,221
2013,twin_meadows,claytonia_lanceolata,2,1,162
2013,twin_meadows,claytonia_lanceolata,3,1,167
2013,twin_meadows,claytonia_lanceolata,4,1,98
2013,shady_point,delphinium_nuttallianum,1,1,1
2013,shady_point,delphinium_nuttallianum,2,1,0
2013,shady_point,delphinium_nuttallianum,3,1,0
2013,shady_point,delphinium_nuttallianum,4,1,0
2013,twin_meadows,delphinium_nuttallianum,1,1,0
2013,twin_meadows,delphinium_nuttallianum,2,1,0
2013,twin_meadows,delphinium_nuttallianum,3,1,0
2013,twin_meadows,delphinium_nuttallianum,4,1,0
2013,shady_point,draba_aurea,1,1,0
2013,shady_point,draba_aurea,2,1,0
2013,shady_point,draba_aurea,3,1,0
2013,shady_point,draba_aurea,4,1,0
2013,shady_point,erigeron_flagellaris,1,1,0
2013,shady_point,erigeron_flagellaris,2,1,0
2013,shady_point,erigeron_flagellaris,3,1,0
2013,shady_point,erigeron_flagellaris,4,1,0
2013,twin_meadows,erigeron_flagellaris,1,1,0
2013,twin_meadows,erigeron_flagellaris,2,1,0
2013,twin_meadows,erigeron_flagellaris,3,1,0
2013,twin_meadows,erigeron_flagellaris,4,1,0
2013,shady_point,erigeron_speciosus,1,1,0
2013,shady_point,erigeron_speciosus,2,1,0
2013,shady_point,erigeron_speciosus,3,1,0
2013,shady_point,erigeron_speciosus,4,1,0
2013,twin_meadows,erigeron_speciosus,1,1,0
2013,twin_meadows,erigeron_speciosus,2,1,0
2013,twin_meadows,erigeron_speciosus,3,1,0
2013,twin_meadows,erigeron_speciosus,4,1,0
2013,shady_point,eriogonum_subalpinum,1,1,0
2013,shady_point,eriogonum_subalpinum,2,1,0
2013,shady_point,eriogonum_subalpinum,3,1,0
2013,shady_point,eriogonum_subalpinum,4,1,0
2013,twin_meadows,eriogonum_subalpinum,1,1,0
2013,twin_meadows,eriogonum_subalpinum,2,1,0
2013,twin_meadows,eriogonum_subalpinum,3,1,0
2013,twin_meadows,eriogonum_subalpinum,4,1,0
2013,shady_point,eriogonum_umbellatum,1,1,0
2013,shady_point,eriogonum_umbellatum,2,1,0
2013,shady_point,eriogonum_umbellatum,3,1,0
2013,shady_point,eriogonum_umbellatum,4,1,0
2013,twin_meadows,eriogonum_umbellatum,1,1,0
2013,twin_meadows,eriogonum_umbellatum,2,1,0
2013,twin_meadows,eriogonum_umbellatum,3,1,0
2013,twin_meadows,eriogonum_umbellatum,4,1,0
2013,twin_meadows,erythronium_grandiflorum,1,1,6
2013,twin_meadows,erythronium_grandiflorum,2,1,11
2013,twin_meadows,erythronium_grandiflorum,3,1,1
2013,twin_meadows,erythronium_grandiflorum,4,1,1
2013,shady_point,galium_boreale,1,1,0
2013,shady_point,galium_boreale,2,1,0
2013,shady_point,galium_boreale,3,1,0
2013,shady_point,galium_boreale,4,1,0
2013,twin_meadows,galium_boreale,1,1,0
2013,twin_meadows,galium_boreale,2,1,0
2013,twin_meadows,galium_boreale,3,1,0
2013,twin_meadows,galium_boreale,4,1,0
2013,shady_point,helianthella_quinquenervis,1,1,0
2013,shady_point,helianthella_quinquenervis,2,1,0
2013,shady_point,helianthella_quinquenervis,3,1,0
2013,shady_point,helianthella_quinquenervis,4,1,0
2013,twin_meadows,helianthella_quinquenervis,1,1,0
2013,twin_meadows,helianthella_quinquenervis,2,1,0
2013,twin_meadows,helianthella_quinquenervis,3,1,0
2013,twin_meadows,helianthella_quinquenervis,4,1,0
2013,shady_point,heliomeris_multiflora,1,1,0
2013,shady_point,heliomeris_multiflora,2,1,0
2013,shady_point,heliomeris_multiflora,3,1,0
2013,shady_point,heliomeris_multiflora,4,1,0
2013,twin_meadows,heliomeris_multiflora,1,1,0
2013,twin_meadows,heliomeris_multiflora,2,1,0
2013,twin_meadows,heliomeris_multiflora,3,1,0
2013,twin_meadows,heliomeris_multiflora,4,1,0
2013,shady_point,heterotheca_villosa,1,1,0
2013,shady_point,heterotheca_villosa,2,1,0
2013,shady_point,heterotheca_villosa,3,1,0
2013,shady_point,heterotheca_villosa,4,1,0
2013,twin_meadows,heterotheca_villosa,1,1,0
2013,twin_meadows,heterotheca_villosa,2,1,0
2013,twin_meadows,heterotheca_villosa,3,1,0
2013,twin_meadows,heterotheca_villosa,4,1,0
2013,shady_point,hydrophyllum_capitatum,1,1,7
2013,shady_point,hydrophyllum_capitatum,2,1,0
2013,shady_point,hydrophyllum_capitatum,3,1,0
2013,shady_point,hydrophyllum_capitatum,4,1,0
2013,twin_meadows,hydrophyllum_capitatum,1,1,0
2013,twin_meadows,hydrophyllum_capitatum,2,1,0
2013,twin_meadows,hydrophyllum_capitatum,3,1,0
2013,twin_meadows,hydrophyllum_capitatum,4,1,0
2013,shady_point,ipomopsis_aggregata,1,1,0
2013,shady_point,ipomopsis_aggregata,2,1,0
2013,shady_point,ipomopsis_aggregata,3,1,0
2013,shady_point,ipomopsis_aggregata,4,1,0
2013,shady_point,lathyrus_leucanthus,1,1,0
2013,shady_point,lathyrus_leucanthus,2,1,0
2013,shady_point,lathyrus_leucanthus,3,1,0
2013,shady_point,lathyrus_leucanthus,4,1,0
2013,twin_meadows,lathyrus_leucanthus,1,1,0
2013,twin_meadows,lathyrus_leucanthus,2,1,0
2013,twin_meadows,lathyrus_leucanthus,3,1,0
2013,twin_meadows,lathyrus_leucanthus,4,1,0
2013,twin_meadows,ligusticum_porteri,1,1,0
2013,twin_meadows,ligusticum_porteri,2,1,0
2013,twin_meadows,ligusticum_porteri,2,1,0
2013,twin_meadows,ligusticum_porteri,4,1,0
2013,twin_meadows,lomatium_dissectum,1,1,0
2013,twin_meadows,lomatium_dissectum,2,1,0
2013,twin_meadows,lomatium_dissectum,3,1,0
2013,twin_meadows,lomatium_dissectum,4,1,0
2013,shady_point,mahonia_repens,1,1,0
